day_of_demand,sku,Daily_Demand,is_promotion
2024-06-07,SKU_5,123,0
2024-06-08,SKU_5,132,0
2024-06-09,SKU_5,107,0
2024-06-10,SKU_5,113,0
2024-06-11,SKU_5,103,0
2024-06-12,SKU_5,133,1
2024-06-13,SKU_5,120,1
2024-06-14,SKU_5,118,0
2024-06-15,SKU_5,110,0
2024-06-16,SKU_5,106,1
2024-06-17,SKU_5,131,0
2024-06-18,SKU_5,116,0
2024-06-19,SKU_5,111,1
2024-06-20,SKU_5,115,0
2024-06-21,SKU_5,103,0
2024-06-22,SKU_5,111,1
2024-06-23,SKU_5,81,1
2024-06-24,SKU_5,106,1
2024-06-25,SKU_5,105,0
2024-06-26,SKU_5,105,0
2024-06-27,SKU_5,96,0
2024-06-28,SKU_5,99,0
2024-06-29,SKU_5,96,0
2024-06-30,SKU_5,105,0
2024-07-01,SKU_5,106,0
2024-07-02,SKU_5,82,0
2024-07-03,SKU_5,100,1
2024-07-04,SKU_5,91,0
2024-07-05,SKU_5,98,0
2024-07-06,SKU_5,108,1
2024-07-07,SKU_5,90,0
2024-07-08,SKU_5,96,1
2024-07-09,SKU_5,84,0
2024-07-10,SKU_5,118,1
2024-07-11,SKU_5,102,0
2024-07-12,SKU_5,106,0
2024-07-13,SKU_5,98,1
2024-07-14,SKU_5,62,0
2024-07-15,SKU_5,76,0
2024-07-16,SKU_5,93,0
2024-07-17,SKU_5,80,0
2024-07-18,SKU_5,81,1
2024-07-19,SKU_5,64,0
2024-07-20,SKU_5,105,0
2024-07-21,SKU_5,69,0
2024-07-22,SKU_5,98,0
2024-07-23,SKU_5,69,0
2024-07-24,SKU_5,106,1
2024-07-25,SKU_5,68,1
2024-07-26,SKU_5,75,1
2024-07-27,SKU_5,70,1
2024-07-28,SKU_5,76,1
2024-07-29,SKU_5,71,0
2024-07-30,SKU_5,71,0
2024-07-31,SKU_5,78,0
2024-08-01,SKU_5,90,0
2024-08-02,SKU_5,93,1
2024-08-03,SKU_5,86,1
2024-08-04,SKU_5,87,0
2024-08-05,SKU_5,74,1
2024-08-06,SKU_5,59,0
2024-08-07,SKU_5,91,0
2024-08-08,SKU_5,63,0
2024-08-09,SKU_5,73,0
2024-08-10,SKU_5,79,0
2024-08-11,SKU_5,67,0
2024-08-12,SKU_5,62,1
2024-08-13,SKU_5,46,0
2024-08-14,SKU_5,44,0
2024-08-15,SKU_5,61,1
2024-08-16,SKU_5,72,0
2024-08-17,SKU_5,44,0
2024-08-18,SKU_5,73,1
2024-08-19,SKU_5,56,1
2024-08-20,SKU_5,65,0
2024-08-21,SKU_5,44,0
2024-08-22,SKU_5,54,0
2024-08-23,SKU_5,69,1
2024-08-24,SKU_5,71,0
2024-08-25,SKU_5,60,0
2024-08-26,SKU_5,60,0
2024-08-27,SKU_5,50,0
2024-08-28,SKU_5,54,0
2024-08-29,SKU_5,71,1
2024-08-30,SKU_5,79,1
2024-08-31,SKU_5,46,0
2024-09-01,SKU_5,55,0
2024-09-02,SKU_5,81,1
2024-09-03,SKU_5,59,0
2024-09-04,SKU_5,31,1
2024-09-05,SKU_5,58,0
2024-09-06,SKU_5,52,0
2024-09-07,SKU_5,48,1
2024-09-08,SKU_5,70,0
2024-09-09,SKU_5,62,0
2024-09-10,SKU_5,65,0
2024-09-11,SKU_5,54,1
2024-09-12,SKU_5,28,0
2024-09-13,SKU_5,50,1
2024-09-14,SKU_5,53,1
2024-09-15,SKU_5,54,1
2024-09-16,SKU_5,38,0
2024-09-17,SKU_5,31,0
2024-09-18,SKU_5,49,0
2024-09-19,SKU_5,55,0
2024-09-20,SKU_5,61,0
2024-09-21,SKU_5,49,0
2024-09-22,SKU_5,55,0
2024-09-23,SKU_5,55,1
2024-09-24,SKU_5,44,0
2024-09-25,SKU_5,43,0
2024-09-26,SKU_5,55,0
2024-09-27,SKU_5,58,0
2024-09-28,SKU_5,64,0
2024-09-29,SKU_5,50,0
2024-09-30,SKU_5,58,1
2024-10-01,SKU_5,52,0
2024-10-02,SKU_5,51,1
2024-10-03,SKU_5,44,0
2024-10-04,SKU_5,63,0
2024-10-05,SKU_5,47,0
2024-10-06,SKU_5,65,1
2024-10-07,SKU_5,46,1
2024-10-08,SKU_5,36,1
2024-10-09,SKU_5,41,0
2024-10-10,SKU_5,71,1
2024-10-11,SKU_5,41,0
2024-10-12,SKU_5,50,1
2024-10-13,SKU_5,58,1
2024-10-14,SKU_5,51,1
2024-10-15,SKU_5,46,1
2024-10-16,SKU_5,68,0
2024-10-17,SKU_5,74,1
2024-10-18,SKU_5,47,1
2024-10-19,SKU_5,52,0
2024-10-20,SKU_5,74,0
2024-10-21,SKU_5,59,0
2024-10-22,SKU_5,60,1
2024-10-23,SKU_5,41,0
2024-10-24,SKU_5,71,1
2024-10-25,SKU_5,47,1
2024-10-26,SKU_5,41,1
2024-10-27,SKU_5,48,0
2024-10-28,SKU_5,65,0
2024-10-29,SKU_5,59,0
2024-10-30,SKU_5,67,0
2024-10-31,SKU_5,62,0
2024-11-01,SKU_5,50,1
2024-11-02,SKU_5,69,1
2024-11-03,SKU_5,45,0
2024-11-04,SKU_5,44,0
2024-11-05,SKU_5,60,1
2024-11-06,SKU_5,60,0
2024-11-07,SKU_5,80,0
2024-11-08,SKU_5,67,0
2024-11-09,SKU_5,72,0
2024-11-10,SKU_5,57,0
2024-11-11,SKU_5,66,1
2024-11-12,SKU_5,60,1
2024-11-13,SKU_5,65,0
2024-11-14,SKU_5,58,0
2024-11-15,SKU_5,61,0
2024-11-16,SKU_5,58,0
2024-11-17,SKU_5,66,1
2024-11-18,SKU_5,53,0
2024-11-19,SKU_5,62,1
2024-11-20,SKU_5,74,1
2024-11-21,SKU_5,70,0
2024-11-22,SKU_5,59,1
2024-11-23,SKU_5,51,0
2024-11-24,SKU_5,56,1
2024-11-25,SKU_5,65,0
2024-11-26,SKU_5,71,0
2024-11-27,SKU_5,61,0
2024-11-28,SKU_5,55,0
2024-11-29,SKU_5,83,1
2024-11-30,SKU_5,79,1
2024-12-01,SKU_5,69,0
2024-12-02,SKU_5,49,0
2024-12-03,SKU_5,68,0
2024-12-04,SKU_5,67,0
2024-12-05,SKU_5,78,0
2024-12-06,SKU_5,56,1
2024-12-07,SKU_5,79,0
2024-12-08,SKU_5,84,0
2024-12-09,SKU_5,68,0
2024-12-10,SKU_5,67,0
2024-12-11,SKU_5,82,0
2024-12-12,SKU_5,69,1
2024-12-13,SKU_5,83,0
2024-12-14,SKU_5,89,0
2024-12-15,SKU_5,83,0
2024-12-16,SKU_5,63,0
2024-12-17,SKU_5,107,1
2024-12-18,SKU_5,72,1
2024-12-19,SKU_5,101,1
2024-12-20,SKU_5,95,0
2024-12-21,SKU_5,94,1
2024-12-22,SKU_5,92,0
2024-12-23,SKU_5,93,0
2024-12-24,SKU_5,90,0
2024-12-25,SKU_5,108,1
2024-12-26,SKU_5,79,1
2024-12-27,SKU_5,85,1
2024-12-28,SKU_5,94,0
2024-12-29,SKU_5,98,0
2024-12-30,SKU_5,108,1
2024-01-01,SKU_50,120,1
2024-01-02,SKU_50,92,0
2024-01-03,SKU_50,110,1
2024-01-04,SKU_50,109,1
2024-01-05,SKU_50,91,0
2024-01-06,SKU_50,102,1
2024-01-07,SKU_50,120,1
2024-01-08,SKU_50,104,1
2024-01-09,SKU_50,108,1
2024-01-10,SKU_50,101,0
2024-01-11,SKU_50,109,0
2024-01-12,SKU_50,110,0
2024-01-13,SKU_50,111,0
2024-01-14,SKU_50,98,1
2024-01-15,SKU_50,106,0
2024-01-16,SKU_50,119,1
2024-01-17,SKU_50,104,1
2024-01-18,SKU_50,110,1
2024-01-19,SKU_50,116,0
2024-01-20,SKU_50,125,1
2024-01-21,SKU_50,110,0
2024-01-22,SKU_50,134,0
2024-01-23,SKU_50,118,1
2024-01-24,SKU_50,138,1
2024-01-25,SKU_50,117,1
2024-01-26,SKU_50,122,1
2024-01-27,SKU_50,104,0
2024-01-28,SKU_50,131,1
2024-01-29,SKU_50,113,0
2024-01-30,SKU_50,118,1
2024-01-31,SKU_50,120,0
2024-02-01,SKU_50,127,1
2024-02-02,SKU_50,136,1
2024-02-03,SKU_50,137,1
2024-02-04,SKU_50,125,1
2024-02-05,SKU_50,136,0
2024-02-06,SKU_50,140,1
2024-02-07,SKU_50,145,0
2024-02-08,SKU_50,132,1
2024-02-09,SKU_50,119,1
2024-02-10,SKU_50,130,0
2024-02-11,SKU_50,122,1
2024-02-12,SKU_50,139,0
2024-02-13,SKU_50,151,0
2024-02-14,SKU_50,125,0
2024-02-15,SKU_50,129,1
2024-02-16,SKU_50,119,0
2024-02-17,SKU_50,152,0
2024-02-18,SKU_50,115,0
2024-02-19,SKU_50,131,1
2024-02-20,SKU_50,148,1
2024-02-21,SKU_50,142,0
2024-02-22,SKU_50,136,0
2024-02-23,SKU_50,131,0
2024-02-24,SKU_50,133,0
2024-02-25,SKU_50,133,0
2024-02-26,SKU_50,151,0
2024-02-27,SKU_50,161,1
2024-02-28,SKU_50,179,1
2024-02-29,SKU_50,128,0
2024-03-01,SKU_50,133,1
2024-03-02,SKU_50,159,1
2024-03-03,SKU_50,127,0
2024-03-04,SKU_50,155,1
2024-03-05,SKU_50,129,1
2024-03-06,SKU_50,148,0
2024-03-07,SKU_50,133,0
2024-03-08,SKU_50,134,0
2024-03-09,SKU_50,165,1
2024-03-10,SKU_50,165,1
2024-03-11,SKU_50,127,0
2024-03-12,SKU_50,156,1
2024-03-13,SKU_50,143,0
2024-03-14,SKU_50,154,1
2024-03-15,SKU_50,149,0
2024-03-16,SKU_50,159,1
2024-03-17,SKU_50,156,1
2024-03-18,SKU_50,140,1
2024-03-19,SKU_50,150,0
2024-03-20,SKU_50,138,0
2024-03-21,SKU_50,159,1
2024-03-22,SKU_50,173,1
2024-03-23,SKU_50,145,0
2024-03-24,SKU_50,159,1
2024-03-25,SKU_50,168,1
2024-03-26,SKU_50,156,1
2024-03-27,SKU_50,158,1
2024-03-28,SKU_50,145,0
2024-03-29,SKU_50,153,0
2024-03-30,SKU_50,150,0
2024-03-31,SKU_50,145,0
2024-04-01,SKU_50,178,1
2024-04-02,SKU_50,134,1
2024-04-03,SKU_50,146,1
2024-04-04,SKU_50,127,0
2024-04-05,SKU_50,145,1
2024-04-06,SKU_50,145,0
2024-04-07,SKU_50,164,1
2024-04-08,SKU_50,141,0
2024-04-09,SKU_50,144,0
2024-04-10,SKU_50,157,1
2024-04-11,SKU_50,155,1
2024-04-12,SKU_50,153,0
2024-04-13,SKU_50,160,0
2024-04-14,SKU_50,129,0
2024-04-15,SKU_50,145,0
2024-04-16,SKU_50,149,0
2024-04-17,SKU_50,150,0
2024-04-18,SKU_50,141,1
2024-04-19,SKU_50,146,0
2024-04-20,SKU_50,138,0
2024-04-21,SKU_50,182,1
2024-04-22,SKU_50,154,1
2024-04-23,SKU_50,138,0
2024-04-24,SKU_50,140,1
2024-04-25,SKU_50,142,0
2024-04-26,SKU_50,137,0
2024-04-27,SKU_50,125,0
2024-04-28,SKU_50,163,0
2024-04-29,SKU_50,141,0
2024-04-30,SKU_50,133,0
2024-05-01,SKU_50,129,0
2024-05-02,SKU_50,154,0
2024-05-03,SKU_50,150,0
2024-05-04,SKU_50,162,0
2024-05-05,SKU_50,153,0
2024-05-06,SKU_50,151,1
2024-05-07,SKU_50,138,0
2024-05-08,SKU_50,151,1
2024-05-09,SKU_50,180,1
2024-05-10,SKU_50,144,1
2024-05-11,SKU_50,141,1
2024-05-12,SKU_50,132,0
2024-05-13,SKU_50,157,1
2024-05-14,SKU_50,131,0
2024-05-15,SKU_50,134,0
2024-05-16,SKU_50,138,0
2024-05-17,SKU_50,151,1
2024-05-18,SKU_50,120,0
2024-05-19,SKU_50,127,0
2024-05-20,SKU_50,154,1
2024-05-21,SKU_50,136,0
2024-05-22,SKU_50,141,0
2024-05-23,SKU_50,155,1
2024-05-24,SKU_50,123,0
2024-05-25,SKU_50,106,1
2024-05-26,SKU_50,139,0
2024-05-27,SKU_50,109,0
2024-05-28,SKU_50,143,0
2024-05-29,SKU_50,120,0
2024-05-30,SKU_50,141,1
2024-05-31,SKU_50,124,0
2024-06-01,SKU_50,130,0
2024-06-02,SKU_50,121,0
2024-06-03,SKU_50,160,1
2024-06-04,SKU_50,124,0
2024-06-05,SKU_50,131,0
2024-06-06,SKU_50,101,0
2024-06-07,SKU_50,105,0
2024-06-08,SKU_50,133,0
2024-06-09,SKU_50,110,0
2024-06-10,SKU_50,121,1
2024-06-11,SKU_50,127,1
2024-06-12,SKU_50,114,0
2024-06-13,SKU_50,104,0
2024-06-14,SKU_50,112,0
2024-06-15,SKU_50,121,0
2024-06-16,SKU_50,102,0
2024-06-17,SKU_50,122,0
2024-06-18,SKU_50,123,0
2024-06-19,SKU_50,111,0
2024-06-20,SKU_50,104,0
2024-06-21,SKU_50,122,1
2024-06-22,SKU_50,109,1
2024-06-23,SKU_50,113,0
2024-06-24,SKU_50,112,0
2024-06-25,SKU_50,88,0
2024-06-26,SKU_50,96,0
2024-06-27,SKU_50,104,1
2024-06-28,SKU_50,100,1
2024-06-29,SKU_50,88,0
2024-06-30,SKU_50,101,0
2024-07-01,SKU_50,117,1
2024-07-02,SKU_50,100,0
2024-07-03,SKU_50,109,1
2024-07-04,SKU_50,115,1
2024-07-05,SKU_50,97,1
2024-07-06,SKU_50,96,0
2024-07-07,SKU_50,91,0
2024-07-08,SKU_50,103,1
2024-07-09,SKU_50,73,0
2024-07-10,SKU_50,106,1
2024-07-11,SKU_50,82,0
2024-07-12,SKU_50,65,1
2024-07-13,SKU_50,77,1
2024-07-14,SKU_50,93,0
2024-07-15,SKU_50,84,0
2024-07-16,SKU_50,76,0
2024-07-17,SKU_50,77,1
2024-07-18,SKU_50,75,0
2024-07-19,SKU_50,88,0
2024-07-20,SKU_50,94,0
2024-07-21,SKU_50,85,0
2024-07-22,SKU_50,67,0
2024-07-23,SKU_50,84,0
2024-07-24,SKU_50,77,0
2024-07-25,SKU_50,77,0
2024-07-26,SKU_50,81,1
2024-07-27,SKU_50,78,0
2024-07-28,SKU_50,78,0
2024-07-29,SKU_50,51,0
2024-07-30,SKU_50,88,0
2024-07-31,SKU_50,64,0
2024-08-01,SKU_50,72,0
2024-08-02,SKU_50,63,0
2024-08-03,SKU_50,79,1
2024-08-04,SKU_50,76,0
2024-08-05,SKU_50,74,0
2024-08-06,SKU_50,70,0
2024-08-07,SKU_50,60,0
2024-08-08,SKU_50,72,0
2024-08-09,SKU_50,78,0
2024-08-10,SKU_50,66,1
2024-08-11,SKU_50,80,0
2024-08-12,SKU_50,50,0
2024-08-13,SKU_50,68,1
2024-08-14,SKU_50,64,0
2024-08-15,SKU_50,61,0
2024-08-16,SKU_50,94,1
2024-08-17,SKU_50,61,0
2024-08-18,SKU_50,60,1
2024-08-19,SKU_50,72,1
2024-08-20,SKU_50,78,1
2024-08-21,SKU_50,59,0
2024-08-22,SKU_50,63,1
2024-08-23,SKU_50,64,1
2024-08-24,SKU_50,50,0
2024-08-25,SKU_50,70,1
2024-08-26,SKU_50,58,1
2024-08-27,SKU_50,65,0
2024-08-28,SKU_50,51,1
2024-08-29,SKU_50,65,0
2024-08-30,SKU_50,80,1
2024-08-31,SKU_50,49,1
2024-09-01,SKU_50,47,0
2024-09-02,SKU_50,52,1
2024-09-03,SKU_50,30,0
2024-09-04,SKU_50,58,1
2024-09-05,SKU_50,59,1
2024-09-06,SKU_50,50,0
2024-09-07,SKU_50,54,1
2024-09-08,SKU_50,57,0
2024-09-09,SKU_50,48,0
2024-09-10,SKU_50,49,0
2024-09-11,SKU_50,51,1
2024-09-12,SKU_50,45,0
2024-09-13,SKU_50,64,1
2024-09-14,SKU_50,46,1
2024-09-15,SKU_50,61,1
2024-09-16,SKU_50,46,1
2024-09-17,SKU_50,44,0
2024-09-18,SKU_50,33,0
2024-09-19,SKU_50,51,0
2024-09-20,SKU_50,42,1
2024-09-21,SKU_50,48,1
2024-09-22,SKU_50,43,0
2024-09-23,SKU_50,58,0
2024-09-24,SKU_50,58,0
2024-09-25,SKU_50,43,0
2024-09-26,SKU_50,51,0
2024-09-27,SKU_50,40,0
2024-09-28,SKU_50,48,0
2024-09-29,SKU_50,51,0
2024-09-30,SKU_50,38,0
2024-10-01,SKU_50,39,0
2024-10-02,SKU_50,37,0
2024-10-03,SKU_50,67,0
2024-10-04,SKU_50,57,0
2024-10-05,SKU_50,37,1
2024-10-06,SKU_50,63,0
2024-10-07,SKU_50,46,1
2024-10-08,SKU_50,54,1
2024-10-09,SKU_50,44,1
2024-10-10,SKU_50,50,1
2024-10-11,SKU_50,52,0
2024-10-12,SKU_50,39,0
2024-10-13,SKU_50,75,0
2024-10-14,SKU_50,49,1
2024-10-15,SKU_50,44,0
2024-10-16,SKU_50,39,1
2024-10-17,SKU_50,48,1
2024-10-18,SKU_50,41,0
2024-10-19,SKU_50,39,0
2024-10-20,SKU_50,29,0
2024-10-21,SKU_50,48,0
2024-10-22,SKU_50,70,1
2024-10-23,SKU_50,58,1
2024-10-24,SKU_50,46,1
2024-10-25,SKU_50,44,0
2024-10-26,SKU_50,51,0
2024-10-27,SKU_50,36,1
2024-10-28,SKU_50,56,0
2024-10-29,SKU_50,67,0
2024-10-30,SKU_50,57,0
2024-10-31,SKU_50,88,1
2024-11-01,SKU_50,54,1
2024-11-02,SKU_50,46,1
2024-11-03,SKU_50,61,0
2024-11-04,SKU_50,56,0
2024-11-05,SKU_50,59,0
2024-11-06,SKU_50,67,0
2024-11-07,SKU_50,71,0
2024-11-08,SKU_50,49,0
2024-11-09,SKU_50,72,1
2024-11-10,SKU_50,60,0
2024-11-11,SKU_50,67,0
2024-11-12,SKU_50,66,0
2024-11-13,SKU_50,58,0
2024-11-14,SKU_50,53,0
2024-11-15,SKU_50,65,0
2024-11-16,SKU_50,70,1
2024-11-17,SKU_50,73,0
2024-11-18,SKU_50,75,0
2024-11-19,SKU_50,73,0
2024-11-20,SKU_50,69,0
2024-11-21,SKU_50,56,0
2024-11-22,SKU_50,71,1
2024-11-23,SKU_50,87,0
2024-11-24,SKU_50,59,0
2024-11-25,SKU_50,79,0
2024-11-26,SKU_50,65,0
2024-11-27,SKU_50,80,1
2024-11-28,SKU_50,67,1
2024-11-29,SKU_50,51,0
2024-11-30,SKU_50,85,0
2024-12-01,SKU_50,80,1
2024-12-02,SKU_50,55,0
2024-12-03,SKU_50,61,0
2024-12-04,SKU_50,77,0
2024-12-05,SKU_50,86,1
2024-12-06,SKU_50,94,1
2024-12-07,SKU_50,85,1
2024-12-08,SKU_50,91,1
2024-12-09,SKU_50,79,0
2024-12-10,SKU_50,87,0
2024-12-11,SKU_50,95,1
2024-12-12,SKU_50,77,0
2024-12-13,SKU_50,93,1
2024-12-14,SKU_50,84,0
2024-12-15,SKU_50,92,0
2024-12-16,SKU_50,96,0
2024-12-17,SKU_50,93,0
2024-12-18,SKU_50,91,0
2024-12-19,SKU_50,99,0
2024-12-20,SKU_50,94,0
2024-12-21,SKU_50,110,1
2024-12-22,SKU_50,79,0
2024-12-23,SKU_50,78,0
2024-12-24,SKU_50,105,1
2024-12-25,SKU_50,104,0
2024-12-26,SKU_50,87,0
2024-12-27,SKU_50,100,0
2024-12-28,SKU_50,94,0
2024-12-29,SKU_50,105,1
2024-12-30,SKU_50,96,1
2024-01-01,SKU_6,149,1
2024-01-02,SKU_6,100,1
2024-01-03,SKU_6,106,0
2024-01-04,SKU_6,92,0
2024-01-05,SKU_6,98,0
2024-01-06,SKU_6,96,0
2024-01-07,SKU_6,104,1
2024-01-08,SKU_6,112,0
2024-01-09,SKU_6,114,1
2024-01-10,SKU_6,108,0
2024-01-11,SKU_6,77,0
2024-01-12,SKU_6,91,0
2024-01-13,SKU_6,123,1
2024-01-14,SKU_6,92,0
2024-01-15,SKU_6,87,1
2024-01-16,SKU_6,140,1
2024-01-17,SKU_6,111,0
2024-01-18,SKU_6,118,1
2024-01-19,SKU_6,122,1
2024-01-20,SKU_6,98,0
2024-01-21,SKU_6,116,1
2024-01-22,SKU_6,131,1
2024-01-23,SKU_6,97,0
2024-01-24,SKU_6,113,1
2024-01-25,SKU_6,108,0
2024-01-26,SKU_6,122,0
2024-01-27,SKU_6,136,0
2024-01-28,SKU_6,126,0
2024-01-29,SKU_6,110,1
2024-01-30,SKU_6,122,1
2024-01-31,SKU_6,113,0
2024-02-01,SKU_6,132,1
2024-02-02,SKU_6,125,1
2024-02-03,SKU_6,118,0
2024-02-04,SKU_6,138,0
2024-02-05,SKU_6,132,1
2024-02-06,SKU_6,129,0
2024-02-07,SKU_6,109,0
2024-02-08,SKU_6,127,0
2024-02-09,SKU_6,133,0
2024-02-10,SKU_6,147,1
2024-02-11,SKU_6,126,0
2024-02-12,SKU_6,121,0
2024-02-13,SKU_6,138,1
2024-02-14,SKU_6,116,1
2024-02-15,SKU_6,130,0
2024-02-16,SKU_6,127,0
2024-02-17,SKU_6,122,0
2024-02-18,SKU_6,140,1
2024-02-19,SKU_6,132,1
2024-02-20,SKU_6,150,1
2024-02-21,SKU_6,123,0
2024-02-22,SKU_6,156,1
2024-02-23,SKU_6,127,0
2024-02-24,SKU_6,160,0
2024-02-25,SKU_6,150,0
2024-02-26,SKU_6,118,0
2024-02-27,SKU_6,145,0
2024-02-28,SKU_6,136,0
2024-02-29,SKU_6,150,0
2024-03-01,SKU_6,137,0
2024-03-02,SKU_6,140,1
2024-03-03,SKU_6,137,0
2024-03-04,SKU_6,154,1
2024-03-05,SKU_6,140,1
2024-03-06,SKU_6,159,1
2024-03-07,SKU_6,138,0
2024-03-08,SKU_6,142,0
2024-03-09,SKU_6,148,1
2024-03-10,SKU_6,143,0
2024-03-11,SKU_6,151,1
2024-03-12,SKU_6,154,0
2024-03-13,SKU_6,172,1
2024-03-14,SKU_6,142,0
2024-03-15,SKU_6,144,0
2024-03-16,SKU_6,156,0
2024-03-17,SKU_6,144,0
2024-03-18,SKU_6,140,0
2024-03-19,SKU_6,139,0
2024-03-20,SKU_6,166,1
2024-03-21,SKU_6,163,1
2024-03-22,SKU_6,145,1
2024-03-23,SKU_6,152,1
2024-03-24,SKU_6,148,0
2024-03-25,SKU_6,144,0
2024-03-26,SKU_6,149,0
2024-03-27,SKU_6,142,0
2024-03-28,SKU_6,174,1
2024-03-29,SKU_6,150,1
2024-03-30,SKU_6,131,0
2024-03-31,SKU_6,155,0
2024-04-01,SKU_6,159,1
2024-04-02,SKU_6,149,0
2024-04-03,SKU_6,161,1
2024-04-04,SKU_6,154,0
2024-04-05,SKU_6,141,1
2024-04-06,SKU_6,163,1
2024-04-07,SKU_6,173,1
2024-04-08,SKU_6,156,0
2024-04-09,SKU_6,144,0
2024-04-10,SKU_6,149,1
2024-04-11,SKU_6,138,0
2024-04-12,SKU_6,139,0
2024-04-13,SKU_6,141,0
2024-04-14,SKU_6,148,1
2024-04-15,SKU_6,152,0
2024-04-16,SKU_6,149,1
2024-04-17,SKU_6,159,0
2024-04-18,SKU_6,140,0
2024-04-19,SKU_6,149,1
2024-04-20,SKU_6,146,0
2024-04-21,SKU_6,154,1
2024-04-22,SKU_6,148,1
2024-04-23,SKU_6,151,0
2024-04-24,SKU_6,129,0
2024-04-25,SKU_6,134,1
2024-04-26,SKU_6,143,1
2024-04-27,SKU_6,127,1
2024-04-28,SKU_6,136,1
2024-04-29,SKU_6,123,0
2024-04-30,SKU_6,135,0
2024-05-01,SKU_6,150,0
2024-05-02,SKU_6,142,0
2024-05-03,SKU_6,148,1
2024-05-04,SKU_6,115,0
2024-05-05,SKU_6,126,0
2024-05-06,SKU_6,154,1
2024-05-07,SKU_6,134,0
2024-05-08,SKU_6,143,0
2024-05-09,SKU_6,138,1
2024-05-10,SKU_6,117,0
2024-05-11,SKU_6,154,0
2024-05-12,SKU_6,132,0
2024-05-13,SKU_6,140,0
2024-05-14,SKU_6,132,0
2024-05-15,SKU_6,114,1
2024-05-16,SKU_6,135,0
2024-05-17,SKU_6,173,1
2024-05-18,SKU_6,156,1
2024-05-19,SKU_6,115,0
2024-05-20,SKU_6,149,1
2024-05-21,SKU_6,176,1
2024-05-22,SKU_6,120,0
2024-05-23,SKU_6,121,0
2024-05-24,SKU_6,130,0
2024-05-25,SKU_6,139,1
2024-05-26,SKU_6,121,1
2024-05-27,SKU_6,122,1
2024-05-28,SKU_6,128,0
2024-05-29,SKU_6,109,0
2024-05-30,SKU_6,126,0
2024-05-31,SKU_6,141,1
2024-06-01,SKU_6,118,1
2024-06-02,SKU_6,107,0
2024-06-03,SKU_6,143,0
2024-06-04,SKU_6,141,0
2024-06-05,SKU_6,129,0
2024-06-06,SKU_6,118,0
2024-06-07,SKU_6,136,1
2024-06-08,SKU_6,125,0
2024-06-09,SKU_6,111,1
2024-06-10,SKU_6,119,1
2024-06-11,SKU_6,108,0
2024-06-12,SKU_6,107,0
2024-06-13,SKU_6,111,0
2024-06-14,SKU_6,110,0
2024-06-15,SKU_6,109,0
2024-06-16,SKU_6,107,0
2024-06-17,SKU_6,112,1
2024-06-18,SKU_6,120,1
2024-06-19,SKU_6,129,0
2024-06-20,SKU_6,109,0
2024-06-21,SKU_6,100,0
2024-06-22,SKU_6,93,1
2024-06-23,SKU_6,134,1
2024-06-24,SKU_6,72,0
2024-06-25,SKU_6,120,1
2024-06-26,SKU_6,122,0
2024-06-27,SKU_6,111,1
2024-06-28,SKU_6,106,1
2024-06-29,SKU_6,85,0
2024-06-30,SKU_6,88,1
2024-07-01,SKU_6,74,0
2024-07-02,SKU_6,94,1
2024-07-03,SKU_6,91,1
2024-07-04,SKU_6,96,0
2024-07-05,SKU_6,88,0
2024-07-06,SKU_6,91,1
2024-07-07,SKU_6,91,0
2024-07-08,SKU_6,97,0
2024-07-09,SKU_6,87,0
2024-07-10,SKU_6,72,0
2024-07-11,SKU_6,93,1
2024-07-12,SKU_6,81,0
2024-07-13,SKU_6,89,0
2024-07-14,SKU_6,103,0
2024-07-15,SKU_6,76,1
2024-07-16,SKU_6,82,1
2024-07-17,SKU_6,96,0
2024-07-18,SKU_6,103,0
2024-07-19,SKU_6,100,1
2024-07-20,SKU_6,68,0
2024-07-21,SKU_6,79,0
2024-07-22,SKU_6,81,0
2024-07-23,SKU_6,55,0
2024-07-24,SKU_6,76,0
2024-07-25,SKU_6,77,1
2024-07-26,SKU_6,73,0
2024-07-27,SKU_6,77,0
2024-07-28,SKU_6,71,1
2024-07-29,SKU_6,72,0
2024-07-30,SKU_6,96,0
2024-07-31,SKU_6,86,1
2024-08-01,SKU_6,60,1
2024-08-02,SKU_6,70,0
2024-08-03,SKU_6,76,0
2024-08-04,SKU_6,65,0
2024-08-05,SKU_6,67,1
2024-08-06,SKU_6,50,0
2024-08-07,SKU_6,73,0
2024-08-08,SKU_6,49,0
2024-08-09,SKU_6,79,0
2024-08-10,SKU_6,85,0
2024-08-11,SKU_6,62,0
2024-08-12,SKU_6,71,1
2024-08-13,SKU_6,80,1
2024-08-14,SKU_6,41,1
2024-08-15,SKU_6,63,1
2024-08-16,SKU_6,59,1
2024-08-17,SKU_6,49,0
2024-08-18,SKU_6,52,0
2024-08-19,SKU_6,63,0
2024-08-20,SKU_6,58,1
2024-08-21,SKU_6,59,0
2024-08-22,SKU_6,71,0
2024-08-23,SKU_6,67,0
2024-08-24,SKU_6,44,0
2024-08-25,SKU_6,73,1
2024-08-26,SKU_6,44,0
2024-08-27,SKU_6,52,0
2024-08-28,SKU_6,48,0
2024-08-29,SKU_6,49,1
2024-08-30,SKU_6,72,1
2024-08-31,SKU_6,64,1
2024-09-01,SKU_6,67,0
2024-09-02,SKU_6,57,0
2024-09-03,SKU_6,60,0
2024-09-04,SKU_6,55,1
2024-09-05,SKU_6,55,1
2024-09-06,SKU_6,56,0
